injection_position,path,path_length,strength,start,end
RT,RT→PIL→MGm→PoT→POL→LP→bsc,6,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.046404, 0.006347]",RT,bsc
RT,RT→PIL→MGm→PoT→POL→APN→SCig→PPT→OP,8,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.003173, 0.001796]",RT,OP
RT,RT→PIL→MGm→PoT→POL→LP→DT,6,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.046404, 0.002836]",RT,DT
RT,RT→PIL→MGm→PoT→POL→APN→SCig→SCiw→PPT→MPT,9,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.003961, 0.003173, 0.002321]",RT,MPT
RT,RT→PIL→MGm→PoT→POL→APN→SCig→DT→SGN,8,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.002836, 0.01716]",RT,SGN
RT,RT→PIL→MGm→PoT→POL→APN→SCig→SCop,7,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.003223]",RT,SCop
RT,RT→PIL→MGm→PoT→POL→APN→SCig→SCop→SCsg,8,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.003223, 0.000105]",RT,SCsg
RT,RT→VPL→VM→VPM→VPLpc→VPMpc,5,"[0.204184, 0.154575, 0.115942, 0.161804, 0.119929, 0.064612]",RT,VPMpc
RT,RT→em→VPL→VAL→AMv→AMd→PCN,6,"[0.204184, 0.234435, 0.154575, 0.225294, 0.031533, 0.037228, 0.210116]",RT,PCN
RT,RT→em→VPL→ml→MRN→RR,5,"[0.204184, 0.234435, 0.154575, 0.021071, 0.015494, 0.003581]",RT,RR
RT,RT→em→VPL→VAL→AMv→SMT→RH,6,"[0.204184, 0.234435, 0.154575, 0.225294, 0.031533, 0.041026, 0.041252]",RT,RH
RT,RT→ar→IGL→LGd-co→LP→PF→PH,6,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.141239, 0.003087]",RT,PH
RT,RT→or→LGv→LGd-co→LP→LD→CL→LH→PF→SPA,9,"[0.204184, 0.027126, 0.006842, 0.019422, 0.046404, 0.038979, 0.119303, 0.042673, 0.141239, 0.012786]",RT,SPA
RT,RT→ar→IGL→LGd-co→LP→PF→fr,6,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.141239, 0.011653]",RT,fr
RT,RT→ar→IGL→LGd-co→LP→Eth→PF→PRC→SPA→PH→DMH,10,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.122922, 0.141239, 0.003835, 0.012786, 0.003087, 0.001312]",RT,DMH
RT,RT→ar→IGL→LGd-co→LP→APN→SCiw→ICe→PBG,8,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.009418, 0.003961, 0.002566, 0.001073]",RT,PBG
RT,RT→ar→IGL→LGd-co→LP→Eth→PF→PRC→SPA→PH→DMH→PVHd→AHN→PeF,13,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.122922, 0.141239, 0.003835, 0.012786, 0.003087, 0.001312, 0.008239, 0.003551, 0.002568]",RT,PeF
RT,RT→ar→IGL→LGd-co→LP→Eth→PF→PRC→SPA→PH→DMH→PVHd→AHN,12,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.122922, 0.141239, 0.003835, 0.012786, 0.003087, 0.001312, 0.008239, 0.003551]",RT,AHN
RT,RT→AV→LD→LP→APN→SCiw→SCdg→SCdw→AQ,8,"[0.204184, 0.039194, 0.038979, 0.046404, 0.009418, 0.003961, 0.004949, 0.003212, 0.000994]",RT,AQ
RT,RT→or→LGv→LGd-co→LP→APN→SCiw→MRN→bic,8,"[0.204184, 0.027126, 0.006842, 0.019422, 0.046404, 0.009418, 0.003961, 0.015494, 0.003716]",RT,bic
RT,RT→ar→IGL→LGd-co→LP→Eth→PF→fr→PH→DMH→PVHd→AHN→TU,12,"[0.204184, 0.013861, 0.003026, 0.019422, 0.046404, 0.122922, 0.141239, 0.011653, 0.003087, 0.001312, 0.008239, 0.003551, 0.003888]",RT,TU
RT,RT→or→LGv→LGd-co→LP→MRN→SAG,6,"[0.204184, 0.027126, 0.006842, 0.019422, 0.046404, 0.015494, 0.002841]",RT,SAG
RT,RT→VPL→VPLpc→SPFp→Eth→POL→PoT→PIL→MGm,8,"[0.204184, 0.154575, 0.119929, 0.034644, 0.122922, 0.02691, 0.046917, 0.012114, 0.034207]",RT,MGm
RT,RT→VPL→VM→VPM→VPLpc→VPMpc→PF→SPFp→PoT→PIL→MGv,10,"[0.204184, 0.154575, 0.115942, 0.161804, 0.119929, 0.064612, 0.141239, 0.034644, 0.046917, 0.012114, 0.009256]",RT,MGv
RT,RT→or→LGv→IGL→PP→NB,5,"[0.204184, 0.027126, 0.006842, 0.003026, 0.009277, 0.002965]",RT,NB
RT,RT→AV→LD→LP→CL→NPC→SCdg→SCdw→csc,8,"[0.204184, 0.039194, 0.038979, 0.046404, 0.119303, 0.005205, 0.004949, 0.003212, 0.002205]",RT,csc
RT,RT→VPL→ar→MGm→PoT→Eth,5,"[0.204184, 0.154575, 0.013861, 0.034207, 0.046917, 0.122922]",RT,Eth
RT,RT→VM→VAL→SMT→PCN→MD→PVT→PRC→NPC→MRN→VTA,10,"[0.204184, 0.115942, 0.225294, 0.041026, 0.210116, 0.098877, 0.011967, 0.003835, 0.005205, 0.015494, 0.003954]",RT,VTA
RT,RT→RE→PVT→MD→LH→MH,5,"[0.204184, 0.01561, 0.011967, 0.098877, 0.042673, 0.004031]",RT,MH
RT,RT→PIL→MGm→PoT→POL→APN→SCig→PPT→NOT,8,"[0.204184, 0.012114, 0.034207, 0.046917, 0.02691, 0.009418, 0.011151, 0.003173, 0.001089]",RT,NOT
RT,RT→GPe→CP→ORBl6b→ORBl6a→ec→AIv6a→AIv5,7,"[0.204184, 0.023101, 0.009028, 0.008894, 0.006486, 0.003935, 0.001634, 0.000803]",RT,AIv5
RT,RT→GPe→CP→ORBl6b→ORBl6a→ec→AIv6a→CLA→AIv5→AIv2/3→AIv1,10,"[0.204184, 0.023101, 0.009028, 0.008894, 0.006486, 0.003935, 0.001634, 0.004327, 0.000803, 0.000717, 0.005848]",RT,AIv1
SBPV,SBPV→PVa→PVi→DMH→TMd→PVp→PMv→TMv,7,"[0.526405, 0.048846, 0.062397, 0.075352, 0.062101, 0.009862, 0.036399, 0.031439]",SBPV,TMv
SBPV,SBPV→SCH→RCH→TU→TMv→PMv→MMl,6,"[0.526405, 0.540007, 0.172694, 0.085723, 0.031439, 0.036399, 0.007971]",SBPV,MMl
SBPV,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM,9,"[0.526405, 0.540007, 0.172694, 0.085723, 0.031439, 0.036399, 0.007971, 0.013865, 0.025851, 0.009861]",SBPV,SUM
SBPV,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM→PH,10,"[0.526405, 0.540007, 0.172694, 0.085723, 0.031439, 0.036399, 0.007971, 0.013865, 0.025851, 0.009861, 0.023668]",SBPV,PH
SBPV,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm,7,"[0.526405, 0.540007, 0.172694, 0.085723, 0.031439, 0.036399, 0.007971, 0.013865]",SBPV,MMm
SBPV,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM→mfb,10,"[0.526405, 0.540007, 0.172694, 0.085723, 0.031439, 0.036399, 0.007971, 0.013865, 0.025851, 0.009861, 0.007492]",SBPV,mfb
SBPV,SBPV→AHN→RCH→TU→ARH→PVp,5,"[0.526405, 0.117058, 0.172694, 0.085723, 0.040288, 0.009862]",SBPV,PVp
SBPV,SBPV→AHN→MPN→MPO→MS→MEPO,5,"[0.526405, 0.117058, 0.116992, 0.038787, 0.01655, 0.029599]",SBPV,MEPO
SBPV,SBPV→MPN→MPO→PS→BST→ACB,5,"[0.526405, 0.116992, 0.038787, 0.007993, 0.015207, 0.01025]",SBPV,ACB
SBPV,SBPV→AHN→MPN→MPO→ADP→MS,5,"[0.526405, 0.117058, 0.116992, 0.038787, 0.037032, 0.01655]",SBPV,MS
SBPV,SBPV→AHN→VMH→RCH→TU→TMv→PMv→TMd,7,"[0.526405, 0.117058, 0.052157, 0.172694, 0.085723, 0.031439, 0.036399, 0.062101]",SBPV,TMd
SBPV,SBPV→PVH→MPN→MPO→ADP→LSv,5,"[0.526405, 0.098323, 0.116992, 0.038787, 0.037032, 0.016136]",SBPV,LSv
SBPV,SBPV→AHN→MPO→fx→BST→sm→PT,6,"[0.526405, 0.117058, 0.038787, 0.010824, 0.015207, 0.011001, 0.053509]",SBPV,PT
SBPV,SBPV→AHN→MPN→MPO→AVP→AVPV→OV,6,"[0.526405, 0.117058, 0.116992, 0.038787, 0.030081, 0.069142, 0.012952]",SBPV,OV
SBPV,SBPV→AHN→MPN→MPO→BST→sm,5,"[0.526405, 0.117058, 0.116992, 0.038787, 0.015207, 0.011001]",SBPV,sm
SBPV,SBPV→AHN→MPN→MPO→MS→MEPO→fx→TRS,7,"[0.526405, 0.117058, 0.116992, 0.038787, 0.01655, 0.029599, 0.010824, 0.011888]",SBPV,TRS
SCH,SCH→AHN→PeF→LHA→SI→act,5,"[0.545565, 0.04784, 0.001362, 0.001912, 0.001318, 0.0019]",SCH,act
SCH,SCH→SBPV→AHN→MPN→MPO→BST→PS,6,"[0.545565, 0.240447, 0.04784, 0.024688, 0.012488, 0.011065, 0.015408]",SCH,PS
SCH,SCH→SBPV→MPN→PVH→RE→PVT,5,"[0.545565, 0.240447, 0.024688, 0.047847, 0.027122, 0.04076]",SCH,PVT
SCH,SCH→SBPV→PVH→RE→PT→PVT→MD,6,"[0.545565, 0.240447, 0.047847, 0.027122, 0.016514, 0.04076, 0.010235]",SCH,MD
SCH,SCH→RCH→MPN→MPO→ADP→LSv→sm→PT,7,"[0.545565, 0.036019, 0.024688, 0.012488, 0.010948, 0.004853, 0.009551, 0.016514]",SCH,PT
SCH,SCH→SBPV→AHN→MPN→MPO→ADP→LSv→sm,7,"[0.545565, 0.240447, 0.04784, 0.024688, 0.012488, 0.010948, 0.004853, 0.009551]",SCH,sm
SCH,SCH→PVpo→PVH→AHN→VMH→DMH→PMv,6,"[0.545565, 0.048899, 0.047847, 0.04784, 0.018309, 0.026256, 0.007302]",SCH,PMv
SCH,SCH→PVpo→PVH→AHN→VMH→DMH→PMv→PVp,7,"[0.545565, 0.048899, 0.047847, 0.04784, 0.018309, 0.026256, 0.007302, 0.004677]",SCH,PVp
SCH,SCH→PVpo→PVH→AHN→VMH→DMH→TMd,6,"[0.545565, 0.048899, 0.047847, 0.04784, 0.018309, 0.026256, 0.006808]",SCH,TMd
SCH,SCH→RCH→ARH→DMH→TMd→PMd,5,"[0.545565, 0.036019, 0.023753, 0.026256, 0.006808, 0.006235]",SCH,PMd
SCH,SCH→RCH→ARH→TU→TMv→MMl→MMm→MMme→SUM,8,"[0.545565, 0.036019, 0.023753, 0.018589, 0.005654, 0.009181, 0.008583, 0.007226, 0.003791]",SCH,SUM
SCH,SCH→RCH→ARH→TU→TMv→MMl→MMm→MMme,7,"[0.545565, 0.036019, 0.023753, 0.018589, 0.005654, 0.009181, 0.008583, 0.007226]",SCH,MMme
SCH,SCH→RCH→ARH→TU→TMv→MMl→MMm,6,"[0.545565, 0.036019, 0.023753, 0.018589, 0.005654, 0.009181, 0.008583]",SCH,MMm
SCH,SCH→RCH→ARH→TU→TMv→MMl→MMm→MMme→SUM→PH,9,"[0.545565, 0.036019, 0.023753, 0.018589, 0.005654, 0.009181, 0.008583, 0.007226, 0.003791, 0.011848]",SCH,PH
SCH,SCH→RCH→DMH→PVi→PVH→act→aco,6,"[0.545565, 0.036019, 0.026256, 0.023194, 0.047847, 0.0019, 0.001341]",SCH,aco
SCH,SCH→RCH→DMH→SBPV→PVH→RE→PT→PVT→PRC,8,"[0.545565, 0.036019, 0.026256, 0.240447, 0.047847, 0.027122, 0.016514, 0.04076, 0.004846]",SCH,PRC
SI,SI→LPO→LHA→PSTN→VTA→ml,5,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.014066]",SI,ml
SI,SI→LPO→LHA→RT→PT→PVT,5,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.008685]",SI,PVT
SI,SI→LPO→LHA→RT→PT→PVT→IMD,6,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.008685, 0.028696]",SI,IMD
SI,SI→LPO→LHA→RT→PT→PVT→CM,6,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.008685, 0.023404]",SI,CM
SI,SI→LPO→LHA→RT→PT→MD,5,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.047451]",SI,MD
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→mtg→CLI,8,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.005978, 0.008516]",SI,CLI
SI,SI→LPO→LHA→PSTN→VTA→PRNr→TRN→PRNc,7,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.002069, 0.004536, 0.001402]",SI,PRNc
SI,SI→LPO→LHA→PSTN→VTA→PRNr→TRN→PRNc→tb,8,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.002069, 0.004536, 0.001402, 0.011513]",SI,tb
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN,6,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496]",SI,MRN
SI,SI→LPO→LHA→RT→PT→PVT→LH→PF,7,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.008685, 0.034104, 0.01815]",SI,PF
SI,SI→LPO→LHA→RT→PT→PVT→LH,6,"[0.143512, 0.052839, 0.056051, 0.044912, 0.019602, 0.008685, 0.034104]",SI,LH
SI,SI→LPO→LHA→PSTN→VTA→mtg→RL,6,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.005978, 0.012939]",SI,RL
SI,SI→LPO→LHA→PH→SPA→PRC,5,"[0.143512, 0.052839, 0.056051, 0.00671, 0.011055, 0.002382]",SI,PRC
SI,SI→LPO→LHA→PH→SPA→PRC→RPF,6,"[0.143512, 0.052839, 0.056051, 0.00671, 0.011055, 0.002382, 0.001328]",SI,RPF
SI,SI→LPO→LHA→PSTN→VTA→SNc,5,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.034353]",SI,SNc
SI,SI→LPO→LHA→PSTN→VTA→mtg→RL→vtd,7,"[0.143512, 0.052839, 0.056051, 0.072925, 0.041521, 0.005978, 0.012939, 0.00672]",SI,vtd
SI,SI→LHA→PSTN→VTA→SNc→SNr,5,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.020404]",SI,SNr
SI,SI→LPO→LHA→PH→IF→IPR,5,"[0.143512, 0.052839, 0.056051, 0.00671, 0.008658, 0.000955]",SI,IPR
SI,SI→LHA→PSTN→VTA→SNc→RR→MRN→tspc,7,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.035482, 0.012496, 0.003723]",SI,tspc
SI,SI→LPO→LHA→VTA→CS→MRN→VTN,6,"[0.143512, 0.052839, 0.056051, 0.041521, 0.003059, 0.012496, 0.001514]",SI,VTN
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→PCG,7,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.001854]",SI,PCG
SI,SI→LHA→PSTN→VTA→SNc→PPN,5,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199]",SI,PPN
SI,SI→LHA→PSTN→VTA→SNc→RR,5,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.035482]",SI,RR
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→tspc→CLI→dscp,9,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.003723, 0.008516, 0.001011]",SI,dscp
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→LDT,7,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.002565]",SI,LDT
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→IVn,7,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.007064]",SI,IVn
SI,SI→LHA→PSTN→VTA→SNc→PPN→SUT→V→P5,8,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.006542, 0.002532, 0.005054]",SI,P5
SI,SI→LHA→PSTN→VTA→SNc→PPN→SUT,6,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.006542]",SI,SUT
SI,SI→LHA→PSTN→VTA→SNc→PPN→MRN→CUN,7,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.012496, 0.002024]",SI,CUN
SI,SI→LHA→PSTN→VTA→SNc→PPN→SUT→V→P5→PARN,9,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.006542, 0.002532, 0.005054, 0.003025]",SI,PARN
SI,SI→LHA→PSTN→VTA→SNc→PPN→KF,6,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.002956]",SI,KF
SI,SI→LHA→PSTN→VTA→SNc→PPN→SUT→PRNr→tspc→MRN→mlf,10,"[0.143512, 0.056051, 0.072925, 0.041521, 0.034353, 0.008199, 0.006542, 0.002069, 0.003723, 0.012496, 0.004521]",SI,mlf
SNr,SNr→SNc→MRN→MT→ml→VTA,5,"[0.334862, 0.264121, 0.162795, 0.065169, 0.059164, 0.070381]",SNr,VTA
SNr,SNr→SNc→MRN→RPF→PF→MD,5,"[0.334862, 0.264121, 0.162795, 0.037404, 0.141488, 0.090559]",SNr,MD
SNr,SNr→SNc→MRN→LDT→PCG→B,5,"[0.334862, 0.264121, 0.162795, 0.015059, 0.0078, 0.012838]",SNr,B
SNr,SNr→SNc→MRN→mlf→PCG→DTN,5,"[0.334862, 0.264121, 0.162795, 0.015352, 0.0078, 0.000674]",SNr,DTN
SNr,SNr→SNc→MRN→MT→ml→PRNr→PRNc→NI,7,"[0.334862, 0.264121, 0.162795, 0.065169, 0.059164, 0.03263, 0.023568, 0.010565]",SNr,NI
SNr,SNr→PRNr→PRNc→SOCm→POR→SOCl,5,"[0.334862, 0.03263, 0.023568, 0.001149, 0.00096, 0.005972]",SNr,SOCl
SNr,SNr→SNc→MRN→MT→ml→PRNr→PPN→ll,7,"[0.334862, 0.264121, 0.162795, 0.065169, 0.059164, 0.03263, 0.109262, 0.021332]",SNr,ll
SNr,SNr→SNc→MRN→RR→PRNr→PPN→ll→SAG,7,"[0.334862, 0.264121, 0.162795, 0.204248, 0.03263, 0.109262, 0.021332, 0.041935]",SNr,SAG
SNr,SNr→SNc→MRN→MT→ml→PRNr→PPN→NLL,7,"[0.334862, 0.264121, 0.162795, 0.065169, 0.059164, 0.03263, 0.109262, 0.007697]",SNr,NLL
SNr,SNr→SNc→MRN→MT→ml→PRNc→RM,6,"[0.334862, 0.264121, 0.162795, 0.065169, 0.059164, 0.023568, 0.010641]",SNr,RM
SO,SO→LHA→LPO→MPO→PS→BST,5,"[0.259264, 0.03793, 0.009464, 0.004422, 0.001708, 0.008516]",SO,BST
SO,SO→LHA→TU→TMv→PMv→MMl,5,"[0.259264, 0.03793, 0.07858, 0.008124, 0.005758, 0.001262]",SO,MMl
SO,SO→RCH→TU→TMv→PMv→MMl→LM,6,"[0.259264, 0.031521, 0.07858, 0.008124, 0.005758, 0.001262, 0.003213]",SO,LM
SPFm,SPFm→VPMpc→PCN→MD→PF→SPA,5,"[0.707259, 0.167363, 0.024912, 0.024268, 0.081437, 0.339009]",SPFm,SPA
SPFm,SPFm→VM→VPMpc→PCN→MD→PF,5,"[0.707259, 0.046805, 0.167363, 0.024912, 0.024268, 0.081437]",SPFm,PF
SPFm,SPFm→MRN→SCdw→SCdg→SCiw→SCig,5,"[0.707259, 0.053737, 0.066758, 0.061371, 0.034426, 0.025408]",SPFm,SCig
SPFm,SPFm→SPA→PRC→LH→PVT→fr,5,"[0.707259, 0.339009, 0.120953, 0.03347, 0.041026, 0.053601]",SPFm,fr
SPFm,SPFm→SPA→PRC→LH→PVT→MD,5,"[0.707259, 0.339009, 0.120953, 0.03347, 0.041026, 0.024268]",SPFm,MD
SPFm,SPFm→PH→mtt→SMT→PR→RE,5,"[0.707259, 0.165083, 0.040985, 0.024976, 0.095269, 0.084844]",SPFm,RE
SPFm,SPFm→PH→SUM→LHA→fx→TU,5,"[0.707259, 0.165083, 0.042195, 0.060354, 0.031917, 0.045629]",SPFm,TU
SPFm,SPFm→PH→mtt→SMT→PR→RE→PT,6,"[0.707259, 0.165083, 0.040985, 0.024976, 0.095269, 0.084844, 0.04086]",SPFm,PT
SPFm,SPFm→PH→mtt→SMT→PR→RE→PT→PVT→CM,8,"[0.707259, 0.165083, 0.040985, 0.024976, 0.095269, 0.084844, 0.04086, 0.041026, 0.026844]",SPFm,CM
SPFm,SPFm→PH→AHN→RCH→VMPO→MPO,5,"[0.707259, 0.165083, 0.115904, 0.059886, 0.03439, 0.069475]",SPFm,MPO
SPFm,SPFm→PH→AHN→PeF→LHA→MPO→AVP,6,"[0.707259, 0.165083, 0.115904, 0.099659, 0.060354, 0.069475, 0.075248]",SPFm,AVP
SPFm,SPFm→PH→AHN→RCH→VMPO→MPO→MS,6,"[0.707259, 0.165083, 0.115904, 0.059886, 0.03439, 0.069475, 0.047681]",SPFm,MS
SPFm,SPFm→PH→AHN→MPN→MPO→ADP,5,"[0.707259, 0.165083, 0.115904, 0.04986, 0.069475, 0.041747]",SPFm,ADP
SPFm,SPFm→PH→AHN→RCH→VMPO→MPO→MS→ACB,7,"[0.707259, 0.165083, 0.115904, 0.059886, 0.03439, 0.069475, 0.047681, 0.034149]",SPFm,ACB
SPFm,SPFm→PH→AHN→RCH→VMPO→MPO→LSr,6,"[0.707259, 0.165083, 0.115904, 0.059886, 0.03439, 0.069475, 0.054727]",SPFm,LSr
SPFm,SPFm→PH→AHN→MPN→MPO→ADP→PS,6,"[0.707259, 0.165083, 0.115904, 0.04986, 0.069475, 0.041747, 0.039212]",SPFm,PS
SPFm,SPFm→PH→AHN→RCH→VMPO→MPO→MS→ACB→LSv,8,"[0.707259, 0.165083, 0.115904, 0.059886, 0.03439, 0.069475, 0.047681, 0.034149, 0.049319]",SPFm,LSv
SPFp,SPFp→PIL→PoT→POL→APN→MRN→SCiw,6,"[0.898115, 0.777003, 0.579444, 0.349649, 0.51272, 0.239809, 0.165326]",SPFp,SCiw
SPFp,SPFp→PIL→PoT→POL→APN→MRN→SCiw→SCdg,7,"[0.898115, 0.777003, 0.579444, 0.349649, 0.51272, 0.239809, 0.165326, 0.129233]",SPFp,SCdg
SPFp,SPFp→PIL→PoT→POL→APN→MRN→SCiw→SCdg→SCdw,8,"[0.898115, 0.777003, 0.579444, 0.349649, 0.51272, 0.239809, 0.165326, 0.129233, 0.119908]",SPFp,SCdw
STN,STN→SNr→SNc→FF→VPMpc→VM,5,"[0.396131, 0.244355, 0.142955, 0.050023, 0.007474, 0.021634]",STN,VM
STN,STN→PSTN→VTA→MT→MRN→CUN,5,"[0.396131, 0.062327, 0.016047, 0.013703, 0.02603, 0.005416]",STN,CUN
STN,STN→PSTN→VTA→SNc→SNr→MRN→SCdw,6,"[0.396131, 0.062327, 0.016047, 0.142955, 0.244355, 0.02603, 0.015059]",STN,SCdw
STN,STN→PSTN→VTA→SNc→SNr→MRN→SCdw→NPC,7,"[0.396131, 0.062327, 0.016047, 0.142955, 0.244355, 0.02603, 0.015059, 0.016885]",STN,NPC
STN,STN→PSTN→VTA→SNc→SNr→PPN→SUT→P5→SOCl,8,"[0.396131, 0.062327, 0.016047, 0.142955, 0.244355, 0.011787, 0.009451, 0.009355, 0.005505]",STN,SOCl
STN,STN→PSTN→VTA→SNc→SNr→PPN→SUT→P5→PRNc,8,"[0.396131, 0.062327, 0.016047, 0.142955, 0.244355, 0.011787, 0.009451, 0.009355, 0.008483]",STN,PRNc
STN,STN→int→GPi→nst→RT→VM→VAL,6,"[0.396131, 0.066157, 0.251412, 0.178488, 0.014587, 0.021634, 0.021379]",STN,VAL
STN,STN→int→GPi→nst→RT→VM→VAL→PCN→MD,8,"[0.396131, 0.066157, 0.251412, 0.178488, 0.014587, 0.021634, 0.021379, 0.01254, 0.010249]",STN,MD
STN,STN→nst→MA3→EW→ND→MRN→SCiw,6,"[0.396131, 0.178488, 0.029459, 0.010648, 0.013666, 0.02603, 0.031172]",STN,SCiw
STN,STN→int→GPi→SI→CEAm→MEA,5,"[0.396131, 0.066157, 0.251412, 0.049365, 0.020834, 0.004132]",STN,MEA
STN,STN→int→LHA→SI→CEAm→CEAl,5,"[0.396131, 0.066157, 0.027721, 0.049365, 0.020834, 0.0067]",STN,CEAl
STN,STN→int→LHA→SI→CEAm→CEAc,5,"[0.396131, 0.066157, 0.027721, 0.049365, 0.020834, 0.002822]",STN,CEAc
STN,STN→int→GPi→SI→CEAm→CEAc→ec→BLAa,7,"[0.396131, 0.066157, 0.251412, 0.049365, 0.020834, 0.002822, 0.014775, 0.004301]",STN,BLAa
STN,STN→int→GPi→SI→CEAm→stc,5,"[0.396131, 0.066157, 0.251412, 0.049365, 0.020834, 0.003649]",STN,stc
STN,STN→int→opt→LHA→PVHd→AHN→VMH→RCH→sup,8,"[0.396131, 0.066157, 0.024636, 0.027721, 0.008547, 0.002264, 0.003216, 0.003338, 0.040395]",STN,sup
STN,STN→PSTN→nst→LHA→PVHd→RE,5,"[0.396131, 0.062327, 0.178488, 0.027721, 0.008547, 0.011257]",STN,RE
STN,STN→GPi→SI→GPe→CP→ORBl6a,5,"[0.396131, 0.251412, 0.049365, 0.20477, 0.030904, 0.007415]",STN,ORBl6a
STN,STN→GPi→SI→GPe→CP→ORBl6a→ORBl5,6,"[0.396131, 0.251412, 0.049365, 0.20477, 0.030904, 0.007415, 0.0089]",STN,ORBl5
STN,STN→GPi→SI→GPe→CP→ORBl6a→AId6a→AId5→MOs5,8,"[0.396131, 0.251412, 0.049365, 0.20477, 0.030904, 0.007415, 0.011711, 0.012339, 0.009417]",STN,MOs5
STN,STN→GPi→SI→GPe→CP→ORBl6a→AId6a→AId5→MOs5→MOs2/3,9,"[0.396131, 0.251412, 0.049365, 0.20477, 0.030904, 0.007415, 0.011711, 0.012339, 0.009417, 0.013202]",STN,MOs2/3
STN,STN→GPi→SI→GPe→CP→ORBl6a→ORBl5→ORBl2/3,7,"[0.396131, 0.251412, 0.049365, 0.20477, 0.030904, 0.007415, 0.0089, 0.007179]",STN,ORBl2/3
STN,STN→PSTN→LHA→AHN→PVHd→PR,5,"[0.396131, 0.062327, 0.027721, 0.002264, 0.008547, 0.007176]",STN,PR
STN,STN→int→sup→opt→SI→LHA→PeF→PVHd→PVH,8,"[0.396131, 0.066157, 0.040395, 0.024636, 0.049365, 0.027721, 0.005804, 0.008547, 0.007905]",STN,PVH
STN,STN→SNr→SNc→FF→VPMpc→CM,5,"[0.396131, 0.244355, 0.142955, 0.050023, 0.007474, 0.007328]",STN,CM
STN,STN→int→GPi→LHA→PeF→fx,5,"[0.396131, 0.066157, 0.251412, 0.027721, 0.005804, 0.00345]",STN,fx
STN,STN→GPi→nst→LHA→PVHd→AHN→VMH,6,"[0.396131, 0.251412, 0.178488, 0.027721, 0.008547, 0.002264, 0.003216]",STN,VMH
